OBJECTID,Type_WFRC,SUBTYPE_WFRC,PARCEL_ID,COUNT_PARCEL_ID,TOTAL_MKT_VALUE,LAND_MKT_VALUE,PARCEL_ACRES,HOUSE_CNT,parcel_count,ap_count,BLDG_SQFT,FLOORS_CNT,BUILT_YR,des_all,CITY,UNIT_COUNT,BUILT_DECADE
13877,multi_family,mobile_home_park,090350056,1.0,9440000.0,7394157.0,32.085070374217,203,,404,3976.0,1.0,1975.0,"['Light Commercial Utility', 'Mobile Home Parks', 'Clubhouse']",Layton,404,1970's
13878,multi_family,mobile_home_park,090350071,1.0,3275284.0,3206288.0,12.2706351179245,71,,148,0.0,0.0,1974.0,['Mobile Home Parks'],Layton,148,1970's
13879,multi_family,mobile_home_park,090500028,1.0,115.0,115.0,0.225053908149676,0,,0,0.0,0.0,,[nan],Layton,0,NA
13880,multi_family,mobile_home_park,090500029,1.0,155.0,155.0,0.311594468744703,0,,0,0.0,0.0,,[nan],Layton,0,NA
13881,multi_family,mobile_home_park,092820003,2.0,20920000.0,16039114.0,35.2144132610585,209,,424,3516.0,1.0,1985.0,"['Light Commercial Utility', 'Mobile Home Parks', 'Office Building']",Layton,424,1980's
13882,multi_family,mobile_home_park,100230088,1.0,2550000.0,2438573.0,9.91549697040687,62,,63,0.0,0.0,1975.0,['Mobile Home Parks'],Layton,63,1970's
13883,multi_family,mobile_home_park,100290105,1.0,3440000.0,1994302.0,12.1636895947971,87,,173,1500.0,1.0,1973.0,"['Mobile Home Parks', 'Office-Apartment']",Layton,173,1970's
13884,multi_family,mobile_home_park,100700057,1.0,95953.0,95953.0,1.28178741950017,0,,12,0.0,0.0,,[nan],Layton,12,NA
13885,multi_family,mobile_home_park,100700062,1.0,3250000.0,1758947.0,6.36525519297803,113,,146,588.0,1.0,1959.0,"['Office Building', 'Mobile Home Parks']",Layton,146,1950's
13886,multi_family,mobile_home_park,100700082,1.0,893738.0,893738.0,2.80001169183057,0,,25,0.0,0.0,,[nan],Layton,25,NA
13887,multi_family,mobile_home_park,100700083,1.0,360748.0,360748.0,2.75237157360066,0,,19,0.0,0.0,,[nan],Layton,19,NA
13888,multi_family,mobile_home_park,100700124,1.0,103501.0,62087.0,0.134855621086503,1,,1,1086.0,1.0,1920.0,['Clubhouse'],Layton,1,1920's
13889,multi_family,mobile_home_park,100700126,1.0,344055.0,344055.0,1.08957859084504,0,,7,0.0,0.0,,[nan],Layton,7,NA
13890,multi_family,mobile_home_park,100700128,1.0,1779030.0,1779030.0,13.9870378590057,0,,114,0.0,0.0,,[nan],Layton,114,NA
13891,multi_family,mobile_home_park,100700129,1.0,5388105.0,3204796.0,12.0902807794129,234,,90,800.0,1.0,1972.0,"['Storage Warehouse', 'Mobile Home Parks']",Layton,90,1970's
13892,multi_family,mobile_home_park,100920047,1.0,191000.0,86619.0,0.181042783445588,1,,1,1568.0,1.0,1996.0,['Double Wide'],Layton,1,1990's
13893,multi_family,mobile_home_park,102670002,1.0,744999.0,744499.0,1.48739159834755,18,,20,0.0,0.0,1956.0,['Mobile Home Parks'],Layton,20,1950's
13894,multi_family,mobile_home_park,120660139,1.0,188882.0,152637.0,2.72980881897951,1,,4,344.0,1.0,1954.0,['Single Wide'],Clearfield,4,1950's
13895,multi_family,mobile_home_park,120670067,1.0,1030000.0,805828.0,1.99852541637267,32,,30,2251.0,1.0,1953.0,"['Multiple - Residential', 'Mobile Home Parks']",Clearfield,30,1950's
13896,multi_family,mobile_home_park,120670166,1.0,5266.0,5266.0,8.37094110402145E-02,0,,0,0.0,0.0,,[nan],Clearfield,0,NA
13897,multi_family,mobile_home_park,121080227,1.0,253000.0,140093.0,0.500143444981422,1,,1,1788.0,1.0,2001.0,['Double Wide'],Layton,1,2000's
13898,multi_family,townhome,101260001,1.0,3573471.0,35400.0,1.30201779775154,1,22,50,1110.0,2.0,1986.0,['Townhouse Two Story'],Layton,50,1980's
13899,multi_family,townhome,102280001,1.0,6283490.0,52400.0,4.30609310768385,1,29,28,1070.0,1.0,2001.0,['Townhouse One Story'],Layton,28,2000's
13900,multi_family,condo,101110001,1.0,5392674.0,39800.0,2.0187290887368,1,38,37,1035.0,2.0,1982.0,['Townhouse Two Story'],Layton,37,1980's
13901,multi_family,townhome,118470001,1.0,1116142.0,39500.0,0.934764822645972,0,16,15,0.0,0.0,2020.0,['Permit Value'],Layton,15,2020's
13902,multi_family,townhome,103160001,1.0,841147.0,40244.0,0.371287073453977,1,5,4,1379.0,2.0,2016.0,['Townhouse Two Story'],Layton,4,2010's
13903,multi_family,townhome,103190101,1.0,5566880.0,38800.0,1.83860929827244,1,30,27,1920.0,3.0,2019.0,['Townhouse Two Story'],Layton,27,2010's
13904,multi_family,townhome,103270101,1.0,2932640.0,44400.0,1.77949194068867,1,19,15,0.0,0.0,2019.0,['Permit Value'],Layton,15,2010's
13905,multi_family,townhome,102290101,1.0,19291179.0,58800.0,7.73131651274689,1,93,88,1355.0,2.0,2008.0,['Townhouse Two Story'],Layton,88,2000's
13906,multi_family,townhome,128530101,1.0,1044225.0,58800.0,0.581362587088705,0,5,8,1722.0,2.0,2018.0,['Townhouse Two Story'],Layton,8,2010's
13907,multi_family,condo,100120001,1.0,7644850.0,39800.0,4.82554304855072,1,57,60,1012.0,2.0,1972.0,['Townhouse Two Story'],Layton,60,1970's
13908,multi_family,townhome,102840001,1.0,7947867.0,57200.0,2.34465752386734,1,38,35,1564.0,2.0,2012.0,['Townhouse Two Story'],Layton,35,2010's
13909,multi_family,mixed th/pud,102780401,1.0,6109940.0,51000.0,2.94347793477414,1,25,24,1592.0,2.0,2009.0,['2 Story'],Layton,24,2000's
13910,multi_family,apartment,101970105,4.0,20901910.0,19788.0,4.08073205787022,4,35,65,17480.0,2.0,1998.0,['Multiple - Residential'],Layton,65,1990's
13911,multi_family,mixed th/pud,102620101,1.0,22838425.0,51000.0,11.8486119819433,1,96,91,1584.0,2.0,2006.0,['2 Story'],Layton,91,2000's
13912,multi_family,townhome,127370001,1.0,15306850.0,74700.0,5.36936536891798,1,45,55,1442.0,1.0,2013.0,['Townhouse One Story'],Syracuse,55,2010's
13913,multi_family,townhome,127370045,1.0,12664865.0,74700.0,4.61556796213504,1,39,45,2291.0,1.0,2014.0,['Townhouse One Story'],Syracuse,45,2010's
13914,multi_family,townhome,129030001,1.0,6602625.0,31000.0,1.87904419661863,0,30,30,1490.0,2.0,2018.0,['Townhouse Two Story'],Clearfield,30,2010's
13915,multi_family,townhome,090470064,1.0,15064900.0,49090.0,5.90084410518526,1,81,68,0.0,0.0,2006.0,[nan],Layton,68,2000's
13916,multi_family,townhome,092740108,1.0,2385299.0,4572.0,1.07051455044968,18,19,19,1096.0,2.0,1999.0,['Townhouse Two Story'],Clearfield,19,1990's
13917,multi_family,townhome,094230042,1.0,8109541.0,31200.0,2.61976774864143,1,47,47,2056.0,3.0,2019.0,['Townhouse Two Story'],Layton,47,2010's
13918,multi_family,townhome,094060001,1.0,11364212.0,89645.0,3.2629402993196,3,44,49,4800.0,2.0,2019.0,['Office Building'],Layton,49,2010's
13919,multi_family,townhome,093390001,1.0,5387216.0,54215.0,3.1285826337164,2,15,16,5132.0,1.0,2003.0,['Office Building'],Layton,16,2000's
13920,multi_family,mixed th/pud,093420005,1.0,14580600.0,51000.0,7.94958955000833,1,49,59,1487.0,1.0,2007.0,['Townhouse One Story'],Layton,59,2000's
13921,multi_family,townhome,094290101,1.0,7356635.0,34600.0,1.68750998194305,1,30,31,1520.0,3.0,2018.0,['Townhouse Two Story'],Layton,31,2010's
13922,multi_family,townhome,090280001,1.0,4357650.0,31000.0,2.28877631419034,1,30,95,780.0,1.0,1980.0,['Townhouse One Story'],Clearfield,95,1980's
13923,multi_family,townhome,094120016,1.0,3913865.0,55200.0,1.90143022867424,1,18,17,1517.0,1.0,2017.0,['Townhouse One Story'],Clearfield,17,2010's
13924,multi_family,townhome,094120001,1.0,4445592.0,55200.0,3.07951113251615,1,19,21,1512.0,1.0,2017.0,['Townhouse One Story'],Clearfield,21,2010's
13925,multi_family,townhome,093720001,1.0,23210790.0,37900.0,7.66283470269268,1,102,101,1445.0,2.0,2010.0,['Townhouse Two Story'],Layton,101,2010's
13926,multi_family,townhome,090290001,1.0,21322490.0,34500.0,15.425837515927,1,140,169,936.0,1.0,1975.0,['Townhouse One Story'],Clearfield,169,1970's
13927,multi_family,condo,123200001,1.0,14339154.0,31000.0,9.41284322308954,1,112,141,1037.0,1.0,2000.0,['Condo LTEQ  Stories'],Clearfield,141,2000's
13928,multi_family,townhome,101980001,1.0,3722545.0,54100.0,1.59586738651113,1,17,17,1606.0,2.0,2001.0,['Townhouse Two Story'],Layton,17,2000's
13929,multi_family,townhome,101280001,1.0,912085.0,52000.0,0.264268091407316,1,5,4,1423.0,2.0,1987.0,['Townhouse Two Story'],Layton,4,1980's
13930,multi_family,townhome,103040201,1.0,14224471.0,49400.0,4.48810331468865,1,60,104,1645.0,2.0,2017.0,['Townhouse Two Story'],Layton,104,2010's
13931,multi_family,condo,129210008,1.0,26780682.0,1000.0,5.59552654792055,1,177,143,0.0,0.0,2019.0,['Misc Add-On'],Clearfield,143,2010's
13932,multi_family,townhome,124790001,1.0,14915290.0,31000.0,7.13816852790367,24,115,99,1170.0,2.0,2004.0,['Townhouse Two Story'],Clearfield,99,2000's
13933,multi_family2,triplex-quadplex,090200005,1.0,256000.0,73219.0,0.280552022603381,3,,8,2376.0,1.0,1968.0,['Triplex One Story'],Clearfield,8,1960's
13934,multi_family2,triplex-quadplex,090200006,1.0,379000.0,68467.0,0.254955583439273,4,,8,3168.0,1.0,1967.0,['3-4 plex LTEQ 3 Stories'],Clearfield,8,1960's
13935,multi_family2,triplex-quadplex,090200007,1.0,235000.0,72442.0,0.264943224825489,3,,6,2376.0,1.0,1968.0,['Triplex One Story'],Clearfield,6,1960's
13936,multi_family2,triplex-quadplex,090200008,1.0,383000.0,91100.0,0.39886196848188,4,,10,3168.0,1.0,1967.0,['3-4 plex LTEQ 3 Stories'],Clearfield,10,1960's
13937,multi_family2,triplex-quadplex,090200009,1.0,392000.0,81245.0,0.389150107891853,4,,5,3168.0,1.0,1967.0,['3-4 plex LTEQ 3 Stories'],Clearfield,5,1960's
13938,multi_family2,triplex-quadplex,090200010,1.0,392000.0,80716.0,0.361722228086829,4,,6,3168.0,1.0,1967.0,['3-4 plex LTEQ 3 Stories'],Clearfield,6,1960's
13939,multi_family2,apartment,090200018,1.0,11020000.0,3985902.0,12.1369182409201,236,,202,144696.0,3.0,1978.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Mini Warehouse', 'Multiple - Residential', 'Multiple - Residential', 'Mini Warehouse', 'Mini Warehouse']",Clearfield,202,1970's
13940,multi_family2,apartment,090200033,1.0,1350000.0,138417.0,0.268428038544875,48,,24,17472.0,3.0,1986.0,['Multiple - Residential'],Clearfield,24,1980's
13941,multi_family2,apartment,090200034,1.0,1350000.0,151862.0,0.30316517721615,48,,25,17472.0,3.0,1985.0,['Multiple - Residential'],Clearfield,25,1980's
13942,multi_family2,apartment,090200040,1.0,1165000.0,310739.0,0.677643202226529,24,,27,11520.0,3.0,1986.0,['Multiple - Residential'],Clearfield,27,1980's
13943,multi_family2,triplex-quadplex,090200042,1.0,170000.0,72286.0,0.273844429847288,3,,6,2376.0,1.0,1968.0,['Triplex One Story'],Clearfield,6,1960's
13944,multi_family2,triplex-quadplex,090200043,1.0,253000.0,74756.0,0.271983003351323,3,,8,2376.0,1.0,1968.0,['Triplex One Story'],Clearfield,8,1960's
13945,multi_family2,triplex-quadplex,090200045,1.0,375000.0,66833.0,0.240000139104521,4,,8,3168.0,1.0,1967.0,['3-4 plex LTEQ 3 Stories'],Clearfield,8,1960's
13946,multi_family2,apartment,090210042,1.0,29870000.0,3931728.0,12.1711363173468,230,,459,230402.0,2.0,1985.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Storage Warehouse']",Clearfield,459,1980's
13947,multi_family2,apartment,090210068,1.0,45300000.0,5195520.0,16.6148359810308,325,,339,310709.0,3.0,1998.0,"['Clubhouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",Clearfield,339,1990's
13948,multi_family2,apartment,090220083,1.0,3598127.0,804535.0,3.56493751460573,49,,49,47414.0,2.0,1985.0,"['Laundromat', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",Clearfield,49,1980's
13949,multi_family2,apartment,090220084,1.0,905872.0,276424.0,1.05952054753877,13,,12,11170.0,2.0,1983.0,"['Multiple - Residential', 'Multiple - Residential', 'Laundromat']",Clearfield,12,1980's
13950,multi_family2,duplex,090220086,1.0,191000.0,63491.0,0.243629331380376,2,,2,1874.0,1.0,1983.0,['Duplex One Story'],Clearfield,2,1980's
13951,multi_family2,triplex-quadplex,090220090,1.0,362000.0,48575.0,0.142754567942599,4,,4,3240.0,2.0,1985.0,['3-4 plex LTEQ 3 Stories'],Clearfield,4,1980's
13952,multi_family2,triplex-quadplex,090220091,1.0,364000.0,54492.0,0.172231420317082,4,,5,3240.0,2.0,1984.0,['3-4 plex LTEQ 3 Stories'],Clearfield,5,1980's
13953,multi_family2,triplex-quadplex,090220092,1.0,367000.0,58200.0,0.193433389566839,4,,4,3240.0,2.0,1984.0,['3-4 plex LTEQ 3 Stories'],Clearfield,4,1980's
13954,multi_family2,group_quarters,090220111,1.0,660152.0,312928.0,0.879340273432353,0,,1,4500.0,1.0,2010.0,['Group Care Homes'],Clearfield,1,2010's
13955,multi_family2,group_quarters,090220170,2.0,12601814.0,2656420.0,3.95702635487419,58,,1,152740.0,1.0,1976.0,"['Convlsnt Hosp Nursing Home', 'Light Commercial Utility', 'Convlsnt Hosp Nursing Home']",Clearfield,1,1970's
13956,multi_family2,triplex-quadplex,090340054,1.0,438000.0,103889.0,0.343730628553833,4,,5,3577.0,2.0,1972.0,['3-4 plex LTEQ 3 Stories'],Layton,5,1970's
13957,multi_family2,apartment,090350014,1.0,2800000.0,644584.0,1.98814390810472,72,,146,19810.0,2.0,1978.0,"['Multiple - Residential', 'Multiple - Residential']",Layton,146,1970's
13958,multi_family2,apartment,090350047,1.0,34270000.0,3843213.0,15.2138880418413,433,,442,181614.0,2.0,1984.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Office Building', 'Pavilions']",Layton,442,1980's
13959,multi_family2,apartment,090350048,1.0,13250000.0,675566.0,1.32393412035736,49,,70,93848.0,3.0,2019.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",Layton,70,2010's
13960,multi_family2,apartment,090360005,1.0,2944436.0,983239.0,3.38179597070974,33,,66,29182.0,2.0,1973.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Office Building', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",Layton,66,1970's
13961,multi_family2,apartment,090370060,1.0,48030000.0,6377109.0,17.2820413017291,424,,912,297372.0,2.0,1986.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Light Commercial Utility', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse']",Layton,912,1980's
13962,multi_family2,apartment,090370118,3.0,80160000.0,8526411.0,6.81058597592385,164,,336,577638.0,3.0,2012.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse']",Layton,336,2010's
13963,multi_family2,townhome,091260026,1.0,258000.0,25000.0,0.191308584662728,1,,1,1092.0,1.0,1986.0,['Townhouse One Story'],Layton,1,1980's
13964,multi_family2,townhome,091260027,1.0,256000.0,25000.0,0.163852029767205,1,,1,1092.0,1.0,1986.0,['Townhouse One Story'],Layton,1,1980's
13965,multi_family2,apartment,092640006,1.0,18380000.0,1734654.0,7.00759434906573,145,,74,81870.0,2.0,1998.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse']",Layton,74,1990's
13966,multi_family2,apartment,092910001,1.0,15250000.0,2384314.0,6.85777744953902,177,,129,101922.0,2.0,1990.0,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential']",Clearfield,129,1990's
13967,multi_family2,triplex-quadplex,092910002,1.0,440000.0,164806.0,0.347740018098151,4,,5,4496.0,2.0,1999.0,"['3-4 plex LTEQ 3 Stories', 'Detached Garage']",Clearfield,5,1990's
13968,multi_family2,group_quarters,093590001,1.0,8473610.0,1675388.0,4.98126521365965,130,,1,95394.0,2.0,2000.0,"['Light Commercial Utility', 'Multiple - Elderly Assisted Living']",Clearfield,1,2000's
13969,multi_family2,apartment,093920401,1.0,19180000.0,798590.0,5.62960388080721,108,,109,113254.0,3.0,2012.0,"['Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",Layton,109,2010's
13970,multi_family2,townhome,094230011,1.0,292000.0,31200.0,1.92650767130423E-02,1,,1,1925.0,3.0,2018.0,['Townhouse Two Story'],Layton,1,2010's
13971,multi_family2,townhome,094230012,1.0,295000.0,31200.0,0.01926523258191,1,,1,2037.0,3.0,2018.0,['Townhouse Two Story'],Layton,1,2010's
13972,multi_family2,townhome,094300001,1.0,269000.0,36300.0,0.024384112789401,1,,1,2112.0,2.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13973,multi_family2,townhome,094300002,1.0,289000.0,36300.0,2.08811200669923E-02,1,,1,2190.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13974,multi_family2,townhome,094300003,1.0,289000.0,36300.0,2.08813691111159E-02,1,,1,2190.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13975,multi_family2,townhome,094300004,1.0,268000.0,36300.0,2.43841796849581E-02,1,,1,1658.0,2.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13976,multi_family2,townhome,094300005,1.0,289000.0,36300.0,2.43841997813998E-02,1,,1,1690.0,2.0,2019.0,['Townhouse One Story'],Layton,1,2010's
13977,multi_family2,townhome,094300006,1.0,226000.0,36300.0,1.41971365028302E-02,1,,1,1256.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13978,multi_family2,townhome,094300007,1.0,226000.0,36300.0,1.41970582953623E-02,1,,1,1256.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13979,multi_family2,townhome,094300008,1.0,289000.0,36300.0,0.024384124542947,1,,1,1690.0,2.0,2019.0,['Townhouse One Story'],Layton,1,2010's
13980,multi_family2,townhome,094300009,1.0,269000.0,36300.0,2.43841247901345E-02,4,,1,1672.0,2.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13981,multi_family2,townhome,094300010,1.0,289000.0,36300.0,0.020881050923244,1,,1,2190.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13982,multi_family2,townhome,094300011,1.0,289000.0,36300.0,2.08815566287659E-02,1,,1,2190.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13983,multi_family2,townhome,094300012,1.0,269000.0,36300.0,2.43837093495551E-02,4,,1,1672.0,2.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13984,multi_family2,townhome,094300013,1.0,268000.0,36300.0,2.43838711755035E-02,1,,2,1645.0,2.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13985,multi_family2,townhome,094300014,1.0,289000.0,36300.0,2.08811311881517E-02,1,,2,2181.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13986,multi_family2,townhome,094300015,1.0,289000.0,36300.0,2.08811644797727E-02,1,,2,2181.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13987,multi_family2,townhome,094300016,1.0,289000.0,36300.0,2.08811068546807E-02,1,,2,2181.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13988,multi_family2,townhome,094300017,1.0,289000.0,36300.0,0.020930973506384,1,,2,2181.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13989,multi_family2,townhome,094300018,1.0,269000.0,36300.0,2.42689466468712E-02,1,,2,1658.0,2.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13990,multi_family2,townhome,094300019,1.0,269000.0,36300.0,2.42688802487323E-02,1,,2,1658.0,2.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13991,multi_family2,townhome,094300020,1.0,289000.0,36300.0,2.09310036900076E-02,1,,2,2181.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13992,multi_family2,townhome,094300021,1.0,289000.0,36300.0,2.08814758611471E-02,1,,2,2181.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13993,multi_family2,townhome,094300022,1.0,289000.0,36300.0,2.08808560601333E-02,1,,2,2181.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13994,multi_family2,townhome,094300023,1.0,289000.0,36300.0,2.08809382721034E-02,1,,2,2181.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13995,multi_family2,townhome,094300024,1.0,268000.0,36300.0,2.43837715049045E-02,1,,2,1645.0,2.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13996,multi_family2,townhome,094300025,1.0,239000.0,36300.0,1.40752693591225E-02,2,,2,1354.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13997,multi_family2,townhome,094300026,1.0,239000.0,36300.0,0.014074633934891,2,,2,1354.0,3.0,2019.0,['Townhouse Two Story'],Layton,2,2010's
13998,multi_family2,townhome,094300027,1.0,269000.0,36300.0,2.42935204905364E-02,4,,1,1672.0,2.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
13999,multi_family2,townhome,094300028,1.0,289000.0,36300.0,2.09536468465269E-02,1,,1,2190.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
14000,multi_family2,townhome,094300029,1.0,289000.0,36300.0,2.07398107698847E-02,1,,1,2190.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
14001,multi_family2,townhome,094300030,1.0,298000.0,36300.0,0.020736812275496,1,,1,2190.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
14002,multi_family2,townhome,094300031,1.0,289000.0,36300.0,2.08809771102082E-02,1,,1,2190.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
14003,multi_family2,townhome,094300032,1.0,233000.0,36300.0,1.41970777234147E-02,2,,1,1354.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
14004,multi_family2,townhome,094300033,1.0,233000.0,36300.0,1.42621797249325E-02,2,,1,1355.0,3.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
14005,multi_family2,townhome,094300034,1.0,269000.0,36300.0,2.43121494721414E-02,4,,1,1672.0,2.0,2019.0,['Townhouse Two Story'],Layton,1,2010's
14006,multi_family2,townhome,094300035,1.0,269000.0,36300.0,2.43841890079871E-02,4,,1,1672.0,2.0,2020.0,['Townhouse Two Story'],Layton,1,2020's
14007,multi_family2,townhome,094300036,1.0,239000.0,36300.0,1.41971602163768E-02,2,,1,1354.0,3.0,2020.0,['Townhouse Two Story'],Layton,1,2020's
14008,multi_family2,townhome,094300037,1.0,239000.0,36300.0,1.41968114832965E-02,2,,1,1354.0,3.0,2020.0,['Townhouse Two Story'],Layton,1,2020's
14009,multi_family2,townhome,094300038,1.0,289000.0,36300.0,2.08815826479351E-02,1,,1,2190.0,3.0,2020.0,['Townhouse Two Story'],Layton,1,2020's
14010,multi_family2,townhome,094300039,1.0,289000.0,36300.0,2.07464986692168E-02,1,,1,2190.0,3.0,2020.0,['Townhouse Two Story'],Layton,1,2020's
14011,multi_family2,triplex-quadplex,100030001,1.0,472000.0,124648.0,0.230075539514687,4,,8,3960.0,2.0,1971.0,['3-4 plex LTEQ 3 Stories'],Layton,8,1970's
14012,multi_family2,triplex-quadplex,100030002,1.0,472000.0,131209.0,0.227731611856401,4,,8,3960.0,2.0,1971.0,['3-4 plex LTEQ 3 Stories'],Layton,8,1970's
14013,multi_family2,triplex-quadplex,100030003,1.0,473000.0,125266.0,0.232488594042047,4,,8,3960.0,2.0,1971.0,['3-4 plex LTEQ 3 Stories'],Layton,8,1970's
14014,multi_family2,triplex-quadplex,100030004,1.0,475000.0,131859.0,0.231030505708044,4,,8,3960.0,2.0,1971.0,['3-4 plex LTEQ 3 Stories'],Layton,8,1970's
14015,multi_family2,triplex-quadplex,100030009,1.0,484000.0,154284.0,0.34985733126577,4,,4,3960.0,2.0,1981.0,['3-4 plex LTEQ 3 Stories'],Layton,4,1980's
14016,multi_family2,townhome,100070003,1.0,194000.0,25000.0,0.127036982535238,1,,2,847.0,1.0,1978.0,['Townhouse One Story'],Layton,2,1970's
14017,multi_family2,townhome,100070004,1.0,194000.0,25000.0,0.124017146163721,1,,2,847.0,1.0,1978.0,['Townhouse One Story'],Layton,2,1970's
14018,multi_family2,townhome,100070005,1.0,224000.0,25000.0,0.123157618276343,1,,2,1113.0,1.0,1975.0,['Townhouse One Story'],Layton,2,1970's
14019,multi_family2,townhome,100070006,1.0,221000.0,25000.0,0.124141219943936,1,,2,1113.0,1.0,1975.0,['Townhouse One Story'],Layton,2,1970's
14020,multi_family2,townhome,100070007,1.0,183000.0,25000.0,0.125174348867799,1,,2,749.0,1.0,1975.0,['Townhouse One Story'],Layton,2,1970's
14021,multi_family2,townhome,100070008,1.0,191000.0,25000.0,0.12620642485958,1,,2,750.0,1.0,1975.0,['Townhouse One Story'],Layton,2,1970's
14022,multi_family2,townhome,100070011,1.0,222000.0,25000.0,0.138238598340111,1,,1,1052.0,1.0,1975.0,['Townhouse One Story'],Layton,1,1970's
14023,multi_family2,townhome,100070012,1.0,220000.0,25000.0,0.140963342384892,1,,1,1052.0,1.0,1975.0,['Townhouse One Story'],Layton,1,1970's
