,ACCOUNTNO,des_all,count
103440,132740013,['Permit Value'],1
103441,132740014,['2 Story'],1
103442,132740015,['Ranch 1 Story'],1
103443,132740016,['Ranch 1 Story'],1
103444,132740017,['Ranch 1 Story'],1
103445,132740018,['Ranch 1 Story'],1
103446,132740019,['Ranch 1 Story'],1
103447,132740020,['Ranch 1 Story'],1
103448,132740021,['Ranch 1 Story'],1
103449,132740022,['Ranch 1 Story'],1
103450,132740023,['Ranch 1 Story'],1
103451,132750001,['1.5 Story Fin'],1
103452,132750002,['Ranch 1 Story'],1
103453,132750003,['Ranch 1 Story'],1
103454,132750004,['Ranch 1 Story'],1
103455,132750007,['Ranch 1 Story'],1
103456,132750011,"['Barn', 'Ranch 1 Story', 'Barn']",3
103457,132750013,[nan],1
103458,132750020,[nan],1
103459,132750021,[nan],1
103460,132750022,[nan],1
103461,132760002,['Ranch 1 Story'],1
103462,132760003,['Ranch 1 Story'],1
103463,132760004,['Ranch 1 Story'],1
103464,132760005,['Ranch 1 Story'],1
103465,132760006,['Ranch 1 Story'],1
103466,132760007,['2 Story'],1
103467,132760008,['Ranch 1 Story'],1
103468,132760009,['Ranch 1 Story'],1
103469,132770001,['2 Story'],1
103470,132770002,['Ranch 1 Story'],1
103471,132770003,['Ranch 1 Story'],1
103472,132770004,['Ranch 1 Story'],1
103473,132770005,['Ranch 1 Story'],1
103474,132770006,['Ranch 1 Story'],1
103475,132770007,['Ranch 1 Story'],1
103476,132770008,['Ranch 1 Story'],1
103477,132770009,['Ranch 1 Story'],1
103478,132770010,['2 Story'],1
103479,132770011,['2 Story'],1
103480,132770012,['2 Story'],1
103481,132770013,['Ranch 1 Story'],1
103482,132770014,['Ranch 1 Story'],1
103483,132770015,['Ranch 1 Story'],1
103484,132770016,['Ranch 1 Story'],1
103485,132770017,['Ranch 1 Story'],1
103486,132770018,['2 Story'],1
103487,132770019,['2 Story'],1
103488,132770020,['Ranch 1 Story'],1
103489,132770021,['2 Story'],1
103490,132770022,['2 Story'],1
103491,132770023,['2 Story'],1
103492,132770024,['2 Story'],1
103493,132770025,['Ranch 1 Story'],1
103494,132770026,['Ranch 1 Story'],1
103495,132770027,['2 Story'],1
103496,132770028,['2 Story'],1
103497,132770029,['Ranch 1 Story'],1
103498,132770030,['2 Story'],1
103499,132770031,['Ranch 1 Story'],1
103500,132770032,['Ranch 1 Story'],1
103501,132770033,['Church'],1
103502,132780001,['Ranch 1 Story'],1
103503,132780002,['2 Story'],1
103504,132790001,['Ranch 1 Story'],1
103505,132790002,['Ranch 1 Story'],1
103506,132790003,['Ranch 1 Story'],1
103507,132790004,['2 Story'],1
103508,132790005,['Ranch 1 Story'],1
103509,132790006,['Ranch 1 Story'],1
103510,132790007,['2 Story'],1
103511,132790008,['2 Story'],1
103512,132790009,['2 Story'],1
103513,132790010,['2 Story'],1
103514,132790011,['2 Story'],1
103515,132790012,['Ranch 1 Story'],1
103516,132790013,['Ranch 1 Story'],1
103517,132790014,['Ranch 1 Story'],1
103518,132790015,['2 Story'],1
103519,132790016,['Ranch 1 Story'],1
103520,132790017,['Ranch 1 Story'],1
103521,132790018,['2 Story'],1
103522,132790019,['Ranch 1 Story'],1
103523,132790020,['2 Story'],1
103524,132790021,['Ranch 1 Story'],1
103525,132790022,['Ranch 1 Story'],1
103526,132790023,['2 Story'],1
103527,132790024,['2 Story'],1
103528,132790025,['Ranch 1 Story'],1
103529,132790026,['2 Story'],1
103530,132790027,['2 Story'],1
103531,132790028,['2 Story'],1
103532,132790029,['Ranch 1 Story'],1
103533,132790030,['2 Story'],1
103534,132790031,['Ranch 1 Story'],1
103535,132790032,['2 Story'],1
103536,132790033,['Ranch 1 Story'],1
103537,132790034,[nan],1
103538,132790036,['2 Story'],1
103539,132790037,['Ranch 1 Story'],1
103540,132790038,['Ranch 1 Story'],1
103541,132790039,['Ranch 1 Story'],1
103542,132790040,['Ranch 1 Story'],1
103543,132790041,['Ranch 1 Story'],1
103544,132790042,['2 Story'],1
103545,132790043,['Ranch 1 Story'],1
103546,132790044,['Ranch 1 Story'],1
103547,132790045,['2 Story'],1
103548,132790046,['2 Story'],1
103549,132790047,['2 Story'],1
103550,132790048,['Ranch 1 Story'],1
103551,132790049,['Ranch 1 Story'],1
103552,132790050,['Ranch 1 Story'],1
103553,132790051,['Ranch 1 Story'],1
103554,132790052,['Ranch 1 Story'],1
103555,132790053,['Ranch 1 Story'],1
103556,132790054,['Ranch 1 Story'],1
103557,132790055,['Ranch 1 Story'],1
103558,132790056,['1.5 Story Fin'],1
103559,132790057,['Ranch 1 Story'],1
103560,132790058,['Ranch 1 Story'],1
103561,132790059,['Ranch 1 Story'],1
103562,132790060,['2 Story'],1
103563,132790061,['2 Story'],1
103564,132790062,['Ranch 1 Story'],1
103565,132790063,['Ranch 1 Story'],1
103566,132790064,['Ranch 1 Story'],1
103567,132790065,['Ranch 1 Story'],1
103568,132790066,['Ranch 1 Story'],1
103569,132790067,['Ranch 1 Story'],1
103570,132790068,['2 Story'],1
103571,132790069,"['Pavilions', 'Comm Bath House']",2
103572,132800001,"['Barn', '2 Story']",2
103573,132800002,['Ranch 1 Story'],1
103574,132810001,['Ranch 1 Story'],1
103575,132810002,['Ranch 1 Story'],1
103576,132810003,['Ranch 1 Story'],1
103577,132810004,['Ranch 1 Story'],1
103578,132810005,['Ranch 1 Story'],1
103579,132810006,['Ranch 1 Story'],1
103580,132810007,['2 Story'],1
103581,132810008,['2 Story'],1
103582,132810009,['2 Story'],1
103583,132810010,['Ranch 1 Story'],1
103584,132810011,['Ranch 1 Story'],1
103585,132810012,['Ranch 1 Story'],1
103586,132810013,['2 Story'],1
103587,132810014,['Ranch 1 Story'],1
103588,132810015,['Ranch 1 Story'],1
103589,132810016,['Ranch 1 Story'],1
103590,132810017,['2 Story'],1
103591,132810018,['2 Story'],1
103592,132810019,['Ranch 1 Story'],1
103593,132810020,['Ranch 1 Story'],1
103594,132810021,['Ranch 1 Story'],1
103595,132810022,['Ranch 1 Story'],1
103596,132810023,['Ranch 1 Story'],1
103597,132810024,['Ranch 1 Story'],1
103598,132810025,['Ranch 1 Story'],1
103599,132810026,['Ranch 1 Story'],1
103600,132810027,['Ranch 1 Story'],1
103601,132810028,['Ranch 1 Story'],1
103602,132810029,['Ranch 1 Story'],1
103603,132810030,['Ranch 1 Story'],1
103604,132810031,['Ranch 1 Story'],1
103605,132810032,['Ranch 1 Story'],1
103606,132810033,['Ranch 1 Story'],1
103607,132810034,['Ranch 1 Story'],1
103608,132810035,['2 Story'],1
103609,132810036,['Ranch 1 Story'],1
103610,132810037,['Ranch 1 Story'],1
103611,132810038,['2 Story'],1
103612,132810039,[nan],1
103613,132810040,[nan],1
103614,132820003,['Bi Level'],1
103615,132820004,['Ranch 1 Story'],1
103616,132820005,[nan],1
103617,132820006,[nan],1
103618,132830001,['Ranch 1 Story'],1
103619,132830002,['Ranch 1 Story'],1
103620,132840001,['Ranch 1 Story'],1
103621,132840002,['Ranch 1 Story'],1
103622,132840003,['Ranch 1 Story'],1
103623,132840004,['Ranch 1 Story'],1
103624,132840005,['Ranch 1 Story'],1
103625,132840006,['Split Level'],1
103626,132840008,['School - Public (exempt)'],1
103627,132850001,['Ranch 1 Story'],1
103628,132850002,['Ranch 1 Story'],1
103629,132850003,['Ranch 1 Story'],1
103630,132850004,['Ranch 1 Story'],1
103631,132850005,['2 Story'],1
103632,132850006,['Ranch 1 Story'],1
103633,132850007,['Ranch 1 Story'],1
103634,132850008,['Ranch 1 Story'],1
103635,132850009,['2 Story'],1
103636,132850010,['Ranch 1 Story'],1
103637,132850011,['Ranch 1 Story'],1
103638,132850012,['Ranch 1 Story'],1
103639,132850013,['Ranch 1 Story'],1
103640,132850014,['Ranch 1 Story'],1
103641,132850015,['Ranch 1 Story'],1
103642,132850016,['Ranch 1 Story'],1
103643,132850017,['Ranch 1 Story'],1
103644,132850018,['Ranch 1 Story'],1
103645,132850019,['Ranch 1 Story'],1
103646,132850020,['Ranch 1 Story'],1
103647,132850021,['Ranch 1 Story'],1
103648,132850022,['Ranch 1 Story'],1
103649,132850023,['Ranch 1 Story'],1
103650,132850024,['Ranch 1 Story'],1
103651,132850025,['Ranch 1 Story'],1
103652,132850026,['Ranch 1 Story'],1
103653,132850027,['Ranch 1 Story'],1
103654,132850028,['Ranch 1 Story'],1
103655,132850029,[nan],1
103656,132850030,[nan],1
103657,132860001,[nan],1
103658,132860002,[nan],1
103659,132860003,[nan],1
103660,132860004,['Fitness Center'],1
103661,132870001,['2 Story'],1
103662,132880039,['Ranch 1 Story'],1
103663,132880040,['Ranch 1 Story'],1
103664,132880041,['Ranch 1 Story'],1
103665,132880042,['Ranch 1 Story'],1
103666,132880043,['2 Story'],1
103667,132880044,['Ranch 1 Story'],1
103668,132880045,['2 Story'],1
103669,132880046,['Ranch 1 Story'],1
103670,132880047,['Ranch 1 Story'],1
103671,132880048,['Ranch 1 Story'],1
103672,132880049,['Ranch 1 Story'],1
103673,132880050,['Ranch 1 Story'],1
103674,132880051,['Ranch 1 Story'],1
103675,132880052,['Ranch 1 Story'],1
103676,132880053,['Ranch 1 Story'],1
103677,132880054,['2 Story'],1
103678,132880055,['Ranch 1 Story'],1
103679,132880056,['Ranch 1 Story'],1
103680,132880057,['2 Story'],1
103681,132880058,['2 Story'],1
103682,132880059,['Ranch 1 Story'],1
103683,132880060,['Ranch 1 Story'],1
103684,132880061,['Ranch 1 Story'],1
103685,132880062,['Ranch 1 Story'],1
103686,132880063,['Ranch 1 Story'],1
103687,132880064,['Ranch 1 Story'],1
103688,132880065,['2 Story'],1
103689,132880066,['Ranch 1 Story'],1
103690,132880067,['Ranch 1 Story'],1
103691,132880068,['2 Story'],1
103692,132880069,['Ranch 1 Story'],1
103693,132900001,['Duplex Two Story'],1
103694,132900002,['Permit Value'],1
103695,132900003,['Ranch 1 Story'],1
103696,132910001,['2 Story'],1
103697,132910002,['Ranch 1 Story'],1
103698,132920001,['School - Public (exempt)'],1
103699,132930001,"['Ranch 1 Story', 'Barn']",2
103700,132930002,[nan],1
103701,132930003,[nan],1
103702,132940001,['Ranch 1 Story'],1
103703,132940002,['Ranch 1 Story'],1
103704,132940003,['Ranch 1 Story'],1
103705,132940004,['Ranch 1 Story'],1
103706,132940005,['Ranch 1 Story'],1
103707,132940006,['Ranch 1 Story'],1
103708,132940007,['Ranch 1 Story'],1
103709,132940008,['Ranch 1 Story'],1
103710,132940009,['Ranch 1 Story'],1
103711,132940011,['2 Story'],1
103712,132940012,[nan],1
103713,132950001,['Distribution Warehouse'],1
103714,132950002,[nan],1
103715,132960019,[nan],1
103716,132960020,['Detached Garage'],1
103717,132970101,['Ranch 1 Story'],1
103718,132970102,['2 Story'],1
103719,132970103,['Ranch 1 Story'],1
103720,132970104,['Ranch 1 Story'],1
103721,132970105,['2 Story'],1
103722,132970106,['Ranch 1 Story'],1
103723,132970107,['2 Story'],1
103724,132970108,['2 Story'],1
103725,132970109,['Ranch 1 Story'],1
103726,132970110,['Ranch 1 Story'],1
103727,132970111,['Ranch 1 Story'],1
103728,132970112,['2 Story'],1
103729,132970113,['Ranch 1 Story'],1
103730,132970114,['Ranch 1 Story'],1
103731,132970115,['Ranch 1 Story'],1
103732,132970116,['Ranch 1 Story'],1
103733,132970117,['2 Story'],1
103734,132970118,['Ranch 1 Story'],1
103735,132970119,['2 Story'],1
103736,132970120,[nan],1
103737,132980120,['Ranch 1 Story'],1
103738,132980121,['Ranch 1 Story'],1
103739,132980122,['Ranch 1 Story'],1
103740,132980123,['Ranch 1 Story'],1
103741,132980124,['Ranch 1 Story'],1
103742,132980125,['Ranch 1 Story'],1
103743,132980126,['Ranch 1 Story'],1
103744,132980127,['Ranch 1 Story'],1
103745,132990128,['Ranch 1 Story'],1
103746,132990129,['Ranch 1 Story'],1
103747,132990130,['Ranch 1 Story'],1
103748,132990131,['2 Story'],1
103749,132990132,['2 Story'],1
103750,132990133,['Ranch 1 Story'],1
103751,132990134,['2 Story'],1
103752,132990135,['Ranch 1 Story'],1
103753,132990136,['2 Story'],1
103754,132990137,['Ranch 1 Story'],1
103755,132990138,['Ranch 1 Story'],1
103756,132990139,['2 Story'],1
103757,132990140,['Ranch 1 Story'],1
103758,132990141,['Ranch 1 Story'],1
103759,132990142,['Ranch 1 Story'],1
103760,132990143,['Ranch 1 Story'],1
103761,132990144,['2 Story'],1
103762,132990145,['2 Story'],1
103763,133000146,['2 Story'],1
103764,133000147,['Ranch 1 Story'],1
103765,133000148,['Ranch 1 Story'],1
103766,133000149,['Ranch 1 Story'],1
103767,133000153,['2 Story'],1
103768,133000154,['Ranch 1 Story'],1
103769,133000155,['Ranch 1 Story'],1
103770,133000156,['2 Story'],1
103771,133000157,[nan],1
103772,133000158,['Ranch 1 Story'],1
103773,133000159,['Ranch 1 Story'],1
103774,133000160,['2 Story'],1
103775,133010070,['Ranch 1 Story'],1
103776,133010071,['Ranch 1 Story'],1
103777,133010072,['Ranch 1 Story'],1
103778,133010073,['Ranch 1 Story'],1
103779,133010074,['Ranch 1 Story'],1
103780,133010075,['2 Story'],1
103781,133010076,['Ranch 1 Story'],1
103782,133010077,['Ranch 1 Story'],1
103783,133010078,['Ranch 1 Story'],1
103784,133010079,['2 Story'],1
103785,133010080,['Ranch 1 Story'],1
103786,133010081,['Ranch 1 Story'],1
103787,133010082,['Ranch 1 Story'],1
103788,133010083,['2 Story'],1
103789,133010084,['2 Story'],1
103790,133010085,['Ranch 1 Story'],1
103791,133010086,['Ranch 1 Story'],1
103792,133010087,['Ranch 1 Story'],1
103793,133010088,['Ranch 1 Story'],1
103794,133010089,['Ranch 1 Story'],1
103795,133010090,['Ranch 1 Story'],1
103796,133020001,['Ranch 1 Story'],1
103797,133020002,['Ranch 1 Story'],1
103798,133020003,['Ranch 1 Story'],1
103799,133020004,['Ranch 1 Story'],1
103800,133020005,['Ranch 1 Story'],1
103801,133020006,['2 Story'],1
103802,133020007,['Ranch 1 Story'],1
103803,133020008,['Ranch 1 Story'],1
103804,133020009,['2 Story'],1
103805,133020010,['Ranch 1 Story'],1
103806,133020011,['Ranch 1 Story'],1
103807,133020012,['Ranch 1 Story'],1
103808,133020013,['Ranch 1 Story'],1
103809,133020014,['Ranch 1 Story'],1
103810,133020015,['Ranch 1 Story'],1
103811,133020016,['Ranch 1 Story'],1
103812,133020017,[nan],1
103813,133030001,['Ranch 1 Story'],1
103814,133040001,['Ranch 1 Story'],1
103815,133040002,['Ranch 1 Story'],1
103816,133040003,['Ranch 1 Story'],1
103817,133040004,['Ranch 1 Story'],1
103818,133040005,['Ranch 1 Story'],1
103819,133040006,['Ranch 1 Story'],1
103820,133040007,['Ranch 1 Story'],1
103821,133040008,['Ranch 1 Story'],1
103822,133040009,['Ranch 1 Story'],1
103823,133040010,['Ranch 1 Story'],1
103824,133040011,['Ranch 1 Story'],1
103825,133040012,[nan],1
103826,133050017,['Ranch 1 Story'],1
103827,133050018,['Ranch 1 Story'],1
103828,133050019,['Ranch 1 Story'],1
103829,133050020,['Ranch 1 Story'],1
103830,133050021,['2 Story'],1
103831,133050022,['Ranch 1 Story'],1
103832,133050023,['Ranch 1 Story'],1
103833,133050024,['Ranch 1 Story'],1
103834,133060201,['Mini-Mart Convenience Stores'],1
103835,133060202,[nan],1
103836,133070039,['Ranch 1 Story'],1
103837,133070040,[nan],1
103838,133070041,['Ranch 1 Story'],1
103839,133070042,[nan],1
103840,133070043,[nan],1
103841,133070044,['Ranch 1 Story'],1
103842,133070045,['Ranch 1 Story'],1
103843,133070046,['2 Story'],1
103844,133070047,['Ranch 1 Story'],1
103845,133080070,['Ranch 1 Story'],1
103846,133080071,['2 Story'],1
103847,133080072,['Ranch 1 Story'],1
103848,133080073,['Ranch 1 Story'],1
103849,133080074,['Ranch 1 Story'],1
103850,133080075,['Ranch 1 Story'],1
103851,133080076,['2 Story'],1
103852,133080077,['Ranch 1 Story'],1
103853,133080078,['Ranch 1 Story'],1
103854,133080079,['2 Story'],1
103855,133080080,['Ranch 1 Story'],1
103856,133080081,['2 Story'],1
103857,133080082,['2 Story'],1
103858,133080083,['Ranch 1 Story'],1
103859,133080084,['2 Story'],1
103860,133080085,['Ranch 1 Story'],1
103861,133080086,['Ranch 1 Story'],1
103862,133080087,['Ranch 1 Story'],1
103863,133080088,['2 Story'],1
103864,133080089,['Ranch 1 Story'],1
103865,133080090,['Ranch 1 Story'],1
103866,133080091,['Ranch 1 Story'],1
103867,133080092,['2 Story'],1
103868,133080093,['Ranch 1 Story'],1
103869,133080094,['Ranch 1 Story'],1
103870,133080095,['Ranch 1 Story'],1
103871,133080096,['Ranch 1 Story'],1
103872,133080097,['Ranch 1 Story'],1
103873,133080098,['Ranch 1 Story'],1
103874,133080099,['Ranch 1 Story'],1
103875,133080100,['Ranch 1 Story'],1
103876,133080101,['Ranch 1 Story'],1
103877,133080102,['Ranch 1 Story'],1
103878,133080103,['Ranch 1 Story'],1
103879,133080104,['Ranch 1 Story'],1
103880,133080105,['2 Story'],1
103881,133080106,['Ranch 1 Story'],1
103882,133080107,['Ranch 1 Story'],1
103883,133080108,['Ranch 1 Story'],1
103884,133080109,['Ranch 1 Story'],1
103885,133080110,['Ranch 1 Story'],1
103886,133080111,['2 Story'],1
103887,133080112,['Ranch 1 Story'],1
103888,133080113,['Ranch 1 Story'],1
103889,133080114,['2 Story'],1
103890,133080115,['2 Story'],1
103891,133080116,['Ranch 1 Story'],1
103892,133080117,['Ranch 1 Story'],1
103893,133080118,['Ranch 1 Story'],1
103894,133090001,['Townhouse Two Story'],1
103895,133090002,['Townhouse Two Story'],1
103896,133090003,['Townhouse Two Story'],1
103897,133090004,['Townhouse Two Story'],1
103898,133090005,['Townhouse Two Story'],1
103899,133090006,['Townhouse Two Story'],1
103900,133090007,['Townhouse Two Story'],1
103901,133090008,['Townhouse Two Story'],1
103902,133090009,['Townhouse Two Story'],1
103903,133090010,['Townhouse Two Story'],1
103904,133090011,['Townhouse Two Story'],1
103905,133090012,['Townhouse Two Story'],1
103906,133090013,['Townhouse Two Story'],1
103907,133090014,['Townhouse Two Story'],1
103908,133090015,['Townhouse Two Story'],1
103909,133090016,['Townhouse Two Story'],1
103910,133090017,['Townhouse Two Story'],1
103911,133090018,['Townhouse Two Story'],1
103912,133090019,['Townhouse Two Story'],1
103913,133090020,['Townhouse Two Story'],1
103914,133090021,['Townhouse Two Story'],1
103915,133090022,['Townhouse Two Story'],1
103916,133090023,['Townhouse Two Story'],1
103917,133090024,['Townhouse Two Story'],1
103918,133090025,['Townhouse Two Story'],1
103919,133090026,['Townhouse Two Story'],1
103920,133090027,['Townhouse Two Story'],1
103921,133090028,['Townhouse Two Story'],1
103922,133090029,['Townhouse Two Story'],1
103923,133090030,['Townhouse Two Story'],1
103924,133090031,['Townhouse Two Story'],1
103925,133090032,['Townhouse Two Story'],1
103926,133090033,['Townhouse Two Story'],1
103927,133090034,['Townhouse Two Story'],1
103928,133090035,['Townhouse Two Story'],1
103929,133090036,['Townhouse Two Story'],1
103930,133090037,['Townhouse Two Story'],1
103931,133090038,['Townhouse Two Story'],1
103932,133090039,['Townhouse Two Story'],1
103933,133090040,['Townhouse Two Story'],1
103934,133090041,['Townhouse Two Story'],1
103935,133090042,['Townhouse Two Story'],1
103936,133090043,['Townhouse Two Story'],1
103937,133090044,['Townhouse Two Story'],1
103938,133090045,['Townhouse Two Story'],1
103939,133090046,['Townhouse Two Story'],1
103940,133090047,['Townhouse Two Story'],1
103941,133090048,['Townhouse Two Story'],1
103942,133090049,['Townhouse Two Story'],1
103943,133090050,['Townhouse Two Story'],1
103944,133090051,['Townhouse Two Story'],1
103945,133090052,['Townhouse Two Story'],1
103946,133090053,['Townhouse Two Story'],1
103947,133090054,['Townhouse Two Story'],1
103948,133090055,['Townhouse Two Story'],1
103949,133090056,['Townhouse Two Story'],1
103950,133090057,['Townhouse Two Story'],1
103951,133090058,['Townhouse Two Story'],1
103952,133090059,['Townhouse Two Story'],1
103953,133090060,['Townhouse Two Story'],1
103954,133090061,['Townhouse Two Story'],1
103955,133090062,['Townhouse Two Story'],1
103956,133090063,['Townhouse Two Story'],1
103957,133090064,['Townhouse Two Story'],1
103958,133090065,['Townhouse Two Story'],1
103959,133090066,['Townhouse Two Story'],1
103960,133090067,['Townhouse Two Story'],1
103961,133090068,['Townhouse Two Story'],1
103962,133090069,['Townhouse Two Story'],1
103963,133090070,['Townhouse Two Story'],1
103964,133090071,['Townhouse Two Story'],1
103965,133090072,['Townhouse Two Story'],1
103966,133090073,['Townhouse Two Story'],1
103967,133090074,['Townhouse Two Story'],1
103968,133090075,['Townhouse Two Story'],1
103969,133090076,['Townhouse Two Story'],1
103970,133090077,[nan],1
103971,133090078,[nan],1
103972,133100091,['2 Story'],1
103973,133100092,['Permit Value'],1
103974,133100093,['Ranch 1 Story'],1
103975,133100094,['Ranch 1 Story'],1
103976,133100095,['2 Story'],1
103977,133100096,['Ranch 1 Story'],1
103978,133100097,['Ranch 1 Story'],1
103979,133100098,['Ranch 1 Story'],1
103980,133100099,['Ranch 1 Story'],1
103981,133100100,['Ranch 1 Story'],1
103982,133100101,['Ranch 1 Story'],1
103983,133100102,['Ranch 1 Story'],1
103984,133100103,['Ranch 1 Story'],1
103985,133100104,['Ranch 1 Story'],1
103986,133100105,['Ranch 1 Story'],1
103987,133100106,['Ranch 1 Story'],1
103988,133100107,['Ranch 1 Story'],1
103989,133100108,['2 Story'],1
103990,133110001,['Ranch 1 Story'],1
103991,133110002,['Ranch 1 Story'],1
103992,133110003,['Ranch 1 Story'],1
103993,133110004,['Ranch 1 Story'],1
103994,133110005,['Ranch 1 Story'],1
103995,133110006,['Ranch 1 Story'],1
103996,133110007,['Ranch 1 Story'],1
103997,133110008,['Ranch 1 Story'],1
103998,133110009,['Ranch 1 Story'],1
103999,133110010,['Ranch 1 Story'],1
104000,133110011,['Ranch 1 Story'],1
104001,133110012,['Ranch 1 Story'],1
104002,133110013,['Ranch 1 Story'],1
104003,133110014,['Ranch 1 Story'],1
104004,133110015,['Ranch 1 Story'],1
104005,133110016,['Ranch 1 Story'],1
104006,133110017,['Ranch 1 Story'],1
104007,133110018,['Ranch 1 Story'],1
104008,133120001,['Neighborhood Shopping Center'],1
104009,133120002,[nan],1
104010,133130001,['Ranch 1 Story'],1
104011,133130002,['2 Story'],1
104012,133130003,['Ranch 1 Story'],1
104013,133130004,['2 Story'],1
104014,133130005,['Ranch 1 Story'],1
104015,133130006,['2 Story'],1
104016,133130007,['Ranch 1 Story'],1
104017,133130008,['Ranch 1 Story'],1
104018,133130009,['Ranch 1 Story'],1
104019,133130010,['Ranch 1 Story'],1
104020,133130011,['2 Story'],1
104021,133130012,['2 Story'],1
104022,133130013,['Ranch 1 Story'],1
104023,133130014,['Ranch 1 Story'],1
104024,133130015,['2 Story'],1
104025,133130016,['2 Story'],1
104026,133130017,['Ranch 1 Story'],1
104027,133130018,['2 Story'],1
104028,133130019,['Ranch 1 Story'],1
104029,133130020,['2 Story'],1
104030,133130021,['Ranch 1 Story'],1
104031,133130022,['Ranch 1 Story'],1
104032,133130023,['Ranch 1 Story'],1
104033,133130024,['2 Story'],1
104034,133130025,['2 Story'],1
104035,133130026,['Ranch 1 Story'],1
104036,133130027,['Ranch 1 Story'],1
104037,133130028,['Ranch 1 Story'],1
104038,133130029,['2 Story'],1
104039,133130030,['Ranch 1 Story'],1
104040,133130031,['Ranch 1 Story'],1
104041,133130032,['2 Story'],1
104042,133130033,['Ranch 1 Story'],1
104043,133130034,['Ranch 1 Story'],1
104044,133130035,['Ranch 1 Story'],1
104045,133130036,['2 Story'],1
104046,133130037,['Ranch 1 Story'],1
104047,133130038,['2 Story'],1
104048,133130039,['Ranch 1 Story'],1
104049,133130040,['Ranch 1 Story'],1
104050,133130041,['Ranch 1 Story'],1
104051,133130042,['2 Story'],1
104052,133130043,['2 Story'],1
104053,133130044,['Ranch 1 Story'],1
104054,133130045,['Ranch 1 Story'],1
104055,133130046,['Ranch 1 Story'],1
104056,133130047,['2 Story'],1
104057,133130048,['2 Story'],1
104058,133130049,['2 Story'],1
104059,133130050,['Ranch 1 Story'],1
104060,133130051,['2 Story'],1
104061,133130052,['Ranch 1 Story'],1
104062,133130053,['2 Story'],1
104063,133130054,['Ranch 1 Story'],1
104064,133130055,['Ranch 1 Story'],1
104065,133130056,['Ranch 1 Story'],1
104066,133130057,['2 Story'],1
104067,133130058,['2 Story'],1
104068,133130059,[nan],1
104069,133130062,[nan],1
104070,133130063,[nan],1
104071,133130065,[nan],1
104072,133130066,[nan],1
104073,133130067,[nan],1
104074,133130068,[nan],1
104075,133130069,[nan],1
104076,133130070,[nan],1
104077,133130071,[nan],1
104078,133140001,['Ranch 1 Story'],1
104079,133140002,['2 Story'],1
104080,133140003,"['Ranch 1 Story', 'Barn']",2
104081,133140004,['Ranch 1 Story'],1
104082,133140005,['Ranch 1 Story'],1
104083,133140006,['Ranch 1 Story'],1
104084,133140007,['2 Story'],1
104085,133140008,['Ranch 1 Story'],1
104086,133150001,['Indoor Tennis Club'],1
104087,133160001,['Ranch 1 Story'],1
104088,133160002,['Ranch 1 Story'],1
104089,133160003,['Ranch 1 Story'],1
104090,133160004,['Ranch 1 Story'],1
104091,133160005,['Ranch 1 Story'],1
104092,133160006,['Ranch 1 Story'],1
104093,133160007,['Ranch 1 Story'],1
104094,133160008,['Bi Level'],1
104095,133170004,['2 Story'],1
104096,133170005,['2 Story'],1
104097,133180001,['Townhouse One Story'],1
104098,133180002,['Townhouse One Story'],1
104099,133190001,['Ranch 1 Story'],1
104100,133200001,"['2 Story', 'Detached Garage']",2
104101,133200002,['Ranch 1 Story'],1
104102,133210001,['2 Story'],1
104103,133220001,['Permit Value'],1
104104,133230201,['Ranch 1 Story'],1
104105,133230202,[nan],1
104106,133230203,['Permit Value'],1
104107,133230204,[nan],1
104108,133230205,['Ranch 1 Story'],1
104109,133230206,['Ranch 1 Story'],1
104110,133230207,['Ranch 1 Story'],1
104111,133230208,['Ranch 1 Story'],1
104112,133230209,['Permit Value'],1
104113,133230210,['Ranch 1 Story'],1
104114,133230211,['Ranch 1 Story'],1
104115,133230212,['Ranch 1 Story'],1
104116,133230213,['Ranch 1 Story'],1
104117,133230214,['Ranch 1 Story'],1
104118,133230215,['Ranch 1 Story'],1
104119,133230216,['Ranch 1 Story'],1
104120,133230217,['Ranch 1 Story'],1
104121,133230218,['Ranch 1 Story'],1
104122,133230219,['Ranch 1 Story'],1
104123,133230220,[nan],1
104124,133230221,[nan],1
104125,133230222,[nan],1
104126,133230223,['Ranch 1 Story'],1
104127,133230224,[nan],1
104128,133230225,[nan],1
104129,133230226,['Ranch 1 Story'],1
104130,133240001,['Ranch 1 Story'],1
104131,133240002,['Ranch 1 Story'],1
104132,133240003,['2 Story'],1
104133,133250101,['Ranch 1 Story'],1
104134,133250102,['Ranch 1 Story'],1
104135,133250103,['Ranch 1 Story'],1
104136,133250104,['2 Story'],1
104137,133250105,['Ranch 1 Story'],1
104138,133250106,['Ranch 1 Story'],1
104139,133250107,['Ranch 1 Story'],1
104140,133250108,['Ranch 1 Story'],1
104141,133250109,['Ranch 1 Story'],1
104142,133250110,['Ranch 1 Story'],1
104143,133250111,['Permit Value'],1
104144,133250112,['Ranch 1 Story'],1
104145,133250113,['Ranch 1 Story'],1
104146,133250115,[nan],1
104147,133250116,[nan],1
104148,133250117,[nan],1
104149,133250118,['Ranch 1 Story'],1
104150,133250119,[nan],1
104151,133260101,['Ranch 1 Story'],1
104152,133260102,[nan],1
104153,133260103,['Ranch 1 Story'],1
104154,133260104,['Ranch 1 Story'],1
104155,133260105,['Ranch 1 Story'],1
104156,133260106,['Ranch 1 Story'],1
