ACCOUNTNO,des_all,count,class,notes
129100416,['Permit Value'],1,,
129100417,['2 Story'],1,,
129100418,['Ranch 1 Story'],1,,
129100419,['Ranch 1 Story'],1,,
129100420,['2 Story'],1,,
129100421,['2 Story'],1,,
129100422,['Ranch 1 Story'],1,,
129100423,['Ranch 1 Story'],1,,
129100424,['2 Story'],1,,
129100425,['Permit Value'],1,,
129100426,['2 Story'],1,,
129100427,['Ranch 1 Story'],1,,
129100428,['Ranch 1 Story'],1,,
129100429,['2 Story'],1,,
129100430,['2 Story'],1,,
129100431,['Ranch 1 Story'],1,,
129100432,['Ranch 1 Story'],1,,
129100433,['2 Story'],1,,
129100434,['Ranch 1 Story'],1,,
129100435,['2 Story'],1,,
129100436,['2 Story'],1,,
129100437,[nan],1,,
129100438,[nan],1,,
129100439,[nan],1,,
129110501,['Ranch 1 Story'],1,,
129110502,['Ranch 1 Story'],1,,
129110503,['Ranch 1 Story'],1,,
129110504,['Ranch 1 Story'],1,,
129110505,['2 Story'],1,,
129110506,['Ranch 1 Story'],1,,
129110507,['Ranch 1 Story'],1,,
129110508,['2 Story'],1,,
129110509,['Permit Value'],1,,
129110510,['Ranch 1 Story'],1,,
129110511,['Permit Value'],1,,
129110512,['Permit Value'],1,,
129110513,['Permit Value'],1,,
129120101,[nan],1,,
129120102,['Ranch 1 Story'],1,,
129120103,['Ranch 1 Story'],1,,
129120104,['Ranch 1 Story'],1,,
129120105,['Ranch 1 Story'],1,,
129120106,['Ranch 1 Story'],1,,
129120107,['Ranch 1 Story'],1,,
129120108,['Ranch 1 Story'],1,,
129120109,['Ranch 1 Story'],1,,
129120110,['Ranch 1 Story'],1,,
129120111,['Ranch 1 Story'],1,,
129120112,['Ranch 1 Story'],1,,
129120113,['Ranch 1 Story'],1,,
129120114,['Permit Value'],1,,
129120115,[nan],1,,
129120116,[nan],1,,
129120117,['Ranch 1 Story'],1,,
129120118,['Ranch 1 Story'],1,,
129120119,['Ranch 1 Story'],1,,
129120120,['Ranch 1 Story'],1,,
129120121,['Ranch 1 Story'],1,,
129120122,['Ranch 1 Story'],1,,
129120123,['Ranch 1 Story'],1,,
129120124,['Ranch 1 Story'],1,,
129120125,['Ranch 1 Story'],1,,
129120126,['Ranch 1 Story'],1,,
129120127,['2 Story'],1,,
129120128,['Ranch 1 Story'],1,,
129130001,['Industrial Flex Mall Building'],1,,
129130002,['Industrial Flex Mall Building'],1,,
129130003,['Industrial Flex Mall Building'],1,,
129130004,['Industrial Flex Mall Building'],1,,
129130005,['Industrial Flex Mall Building'],1,,
129130006,['Industrial Flex Mall Building'],1,,
129130007,['Industrial Flex Mall Building'],1,,
129130008,['Industrial Flex Mall Building'],1,,
129130009,['Industrial Flex Mall Building'],1,,
129130010,['Industrial Flex Mall Building'],1,,
129130011,['Industrial Flex Mall Building'],1,,
129130012,['Industrial Flex Mall Building'],1,,
129130013,[nan],1,,
129140101,['Permit Value'],1,,
129140102,['Ranch 1 Story'],1,,
129140103,['2 Story'],1,,
129140104,['Ranch 1 Story'],1,,
129150101,['Ranch 1 Story'],1,,
129150102,['Ranch 1 Story'],1,,
129150103,['Ranch 1 Story'],1,,
129150104,['Ranch 1 Story'],1,,
129150105,['Ranch 1 Story'],1,,
129150106,['Ranch 1 Story'],1,,
129150107,['Ranch 1 Story'],1,,
129150108,['Ranch 1 Story'],1,,
129150109,['Ranch 1 Story'],1,,
129150110,['Permit Value'],1,,
129150111,['Ranch 1 Story'],1,,
129150112,['2 Story'],1,,
129150113,['Ranch 1 Story'],1,,
129150114,['Ranch 1 Story'],1,,
129150115,['Ranch 1 Story'],1,,
129150116,['Ranch 1 Story'],1,,
129150117,[nan],1,,
129150118,[nan],1,,
129150119,[nan],1,,
129160001,['Medical Offices'],1,,
129160002,[nan],1,,
129170201,['Permit Value'],1,,
129170202,['2 Story'],1,,
129170203,['Permit Value'],1,,
129170204,['Permit Value'],1,,
129170205,[nan],1,,
129170206,['2 Story'],1,,
129170207,['Permit Value'],1,,
129170208,['Permit Value'],1,,
129170209,['Ranch 1 Story'],1,,
129170210,['Permit Value'],1,,
129170211,['Ranch 1 Story'],1,,
129170212,['Ranch 1 Story'],1,,
129170213,[nan],1,,
129170214,['Ranch 1 Story'],1,,
129170215,[nan],1,,
129170216,['Permit Value'],1,,
129170217,['Ranch 1 Story'],1,,
129170218,['Ranch 1 Story'],1,,
129170219,[nan],1,,
129170220,['Permit Value'],1,,
129170221,['2 Story'],1,,
129170222,['Permit Value'],1,,
129170223,['Ranch 1 Story'],1,,
129170224,['Permit Value'],1,,
129170225,[nan],1,,
129180001,['2 Story'],1,,
129180002,['2 Story'],1,,
129180003,['Ranch 1 Story'],1,,
129180004,['2 Story'],1,,
129180005,['Ranch 1 Story'],1,,
129180006,['Ranch 1 Story'],1,,
129180007,['2 Story'],1,,
129180008,['2 Story'],1,,
129180009,['Ranch 1 Story'],1,,
129180010,['Ranch 1 Story'],1,,
129180011,['Ranch 1 Story'],1,,
129180012,[nan],1,,
129180013,['2 Story'],1,,
129180014,['2 Story'],1,,
129180015,['2 Story'],1,,
129180016,['2 Story'],1,,
129180017,['2 Story'],1,,
129180018,['Ranch 1 Story'],1,,
129180019,['Ranch 1 Story'],1,,
129180020,['2 Story'],1,,
129180021,['2 Story'],1,,
129180022,['2 Story'],1,,
129180023,['2 Story'],1,,
129180024,['2 Story'],1,,
129180025,['Ranch 1 Story'],1,,
129180026,['Ranch 1 Story'],1,,
129180027,['Permit Value'],1,,
129180028,['Permit Value'],1,,
129180029,['Permit Value'],1,,
129180030,['2 Story'],1,,
129180031,['Permit Value'],1,,
129180032,['2 Story'],1,,
129180033,['2 Story'],1,,
129180034,['2 Story'],1,,
129180035,['Permit Value'],1,,
129180036,['Permit Value'],1,,
129180037,['2 Story'],1,,
129180038,['Permit Value'],1,,
129180039,['Permit Value'],1,,
129180040,['Permit Value'],1,,
129180041,['Permit Value'],1,,
129180042,['Permit Value'],1,,
129180043,['Permit Value'],1,,
129180044,['Ranch 1 Story'],1,,
129180045,['Ranch 1 Story'],1,,
129180046,['Ranch 1 Story'],1,,
129180047,['2 Story'],1,,
129180048,['2 Story'],1,,
129180049,[nan],1,,
129180050,[nan],1,,
129180051,[nan],1,,
129180052,[nan],1,,
129190401,['2 Story'],1,,
129190402,['2 Story'],1,,
129190403,['2 Story'],1,,
129190404,['2 Story'],1,,
129190405,['2 Story'],1,,
129190406,['2 Story'],1,,
129190407,['2 Story'],1,,
129190408,['2 Story'],1,,
129190409,['2 Story'],1,,
129190410,['2 Story'],1,,
129190411,['2 Story'],1,,
129190412,['2 Story'],1,,
129190413,['2 Story'],1,,
129190414,['2 Story'],1,,
129190415,['2 Story'],1,,
129190416,['2 Story'],1,,
129190417,['2 Story'],1,,
129190418,['2 Story'],1,,
129190419,['2 Story'],1,,
129190420,['2 Story'],1,,
129190421,['2 Story'],1,,
129190422,['2 Story'],1,,
129190423,['2 Story'],1,,
129190424,['2 Story'],1,,
129190425,['2 Story'],1,,
129190426,['2 Story'],1,,
129190427,['2 Story'],1,,
129190428,['2 Story'],1,,
129190429,['2 Story'],1,,
129190430,['2 Story'],1,,
129190431,['Permit Value'],1,,
129190432,['Permit Value'],1,,
129190433,['Permit Value'],1,,
129190434,['Permit Value'],1,,
129190435,['Permit Value'],1,,
129190436,['Permit Value'],1,,
129190437,['Permit Value'],1,,
129190438,['Permit Value'],1,,
129190439,['Permit Value'],1,,
129190440,['Permit Value'],1,,
129190441,['Permit Value'],1,,
129190442,['Permit Value'],1,,
129190443,['Permit Value'],1,,
129190444,['Permit Value'],1,,
129190445,['Permit Value'],1,,
129190446,['Permit Value'],1,,
129190447,['Permit Value'],1,,
129190448,['Permit Value'],1,,
129190449,[nan],1,,
129190450,['Permit Value'],1,,
129190451,['Permit Value'],1,,
129190452,['Permit Value'],1,,
129190453,['Permit Value'],1,,
129190454,['Permit Value'],1,,
129190455,['Permit Value'],1,,
129190456,['2 Story'],1,,
129190457,['2 Story'],1,,
129190458,['2 Story'],1,,
129190459,['2 Story'],1,,
129190460,['2 Story'],1,,
129190461,['2 Story'],1,,
129190462,['2 Story'],1,,
129190463,['2 Story'],1,,
129190464,['2 Story'],1,,
129190465,['2 Story'],1,,
129190466,['2 Story'],1,,
129190467,['2 Story'],1,,
129190468,['2 Story'],1,,
129190469,['2 Story'],1,,
129190470,['2 Story'],1,,
129190471,['2 Story'],1,,
129190472,['2 Story'],1,,
129190473,['2 Story'],1,,
129190474,['2 Story'],1,,
129190475,['2 Story'],1,,
129190476,['2 Story'],1,,
129190477,['2 Story'],1,,
129190478,['2 Story'],1,,
129190479,['2 Story'],1,,
129190480,['2 Story'],1,,
129190481,['2 Story'],1,,
129190482,['2 Story'],1,,
129190483,['2 Story'],1,,
129190484,['2 Story'],1,,
129190485,['2 Story'],1,,
129190486,[nan],1,,
129190487,[nan],1,,
129190488,[nan],1,,
129190489,[nan],1,,
129190490,[nan],1,,
129190491,[nan],1,,
129190492,[nan],1,,
129190493,[nan],1,,
129190494,[nan],1,,
129190495,[nan],1,,
129190496,[nan],1,,
129190497,[nan],1,,
129190498,[nan],1,,
129190499,[nan],1,,
129190500,[nan],1,,
129190501,[nan],1,,
129190502,[nan],1,,
129190503,[nan],1,,
129200001,['Ranch 1 Story'],1,,
129200002,['Permit Value'],1,,
129200003,['Ranch 1 Story'],1,,
129200004,['Permit Value'],1,,
129200005,[nan],1,,
129200006,[nan],1,,
129200007,[nan],1,,
129200008,[nan],1,,
129200009,['Permit Value'],1,,
129200010,[nan],1,,
129200011,['Ranch 1 Story'],1,,
129200012,['Ranch 1 Story'],1,,
129200013,['Ranch 1 Story'],1,,
129200014,['Permit Value'],1,,
129200015,['Ranch 1 Story'],1,,
129200016,['Permit Value'],1,,
129200017,[nan],1,,
129200018,[nan],1,,
129200019,['Ranch 1 Story'],1,,
129200020,['Ranch 1 Story'],1,,
129200021,[nan],1,,
129200022,['Permit Value'],1,,
129200023,[nan],1,,
129200024,[nan],1,,
129210008,['Misc Add-On'],1,,
129210009,['Misc Add-On'],1,,
129210010,['Misc Add-On'],1,,
129210011,['Misc Add-On'],1,,
129210012,['Misc Add-On'],1,,
129210013,['Misc Add-On'],1,,
129210014,['Misc Add-On'],1,,
129210015,['Misc Add-On'],1,,
129210016,['Misc Add-On'],1,,
129210017,['Misc Add-On'],1,,
129210018,['Misc Add-On'],1,,
129210019,['Misc Add-On'],1,,
129210020,['Misc Add-On'],1,,
129210021,['Misc Add-On'],1,,
129210022,['Misc Add-On'],1,,
129210023,['Misc Add-On'],1,,
129210024,['Misc Add-On'],1,,
129210128,['Condo LTEQ  Stories'],1,,
129210129,['Condo LTEQ  Stories'],1,,
129210130,['Condo LTEQ  Stories'],1,,
129210131,['Condo LTEQ  Stories'],1,,
129210132,['Condo LTEQ  Stories'],1,,
129210133,['Condo LTEQ  Stories'],1,,
129210134,['Condo LTEQ  Stories'],1,,
129210135,['Condo LTEQ  Stories'],1,,
129210136,['Condo LTEQ  Stories'],1,,
129210137,['Condo LTEQ  Stories'],1,,
129210138,['Condo LTEQ  Stories'],1,,
129210139,['Condo LTEQ  Stories'],1,,
129210140,['Condo LTEQ  Stories'],1,,
129210221,['Condo LTEQ  Stories'],1,,
129210222,['Condo LTEQ  Stories'],1,,
129210223,['Condo LTEQ  Stories'],1,,
129210224,['Condo LTEQ  Stories'],1,,
129210225,['Condo LTEQ  Stories'],1,,
129210226,['Condo LTEQ  Stories'],1,,
129210227,['Condo LTEQ  Stories'],1,,
129210228,['Condo LTEQ  Stories'],1,,
129210229,['Condo LTEQ  Stories'],1,,
129210230,['Condo LTEQ  Stories'],1,,
129210231,['Condo LTEQ  Stories'],1,,
129210232,['Condo LTEQ  Stories'],1,,
129210233,['Condo LTEQ  Stories'],1,,
129210234,['Condo LTEQ  Stories'],1,,
129210235,['Condo LTEQ  Stories'],1,,
129210236,['Condo LTEQ  Stories'],1,,
129210237,['Condo LTEQ  Stories'],1,,
129210238,['Condo LTEQ  Stories'],1,,
129210239,['Condo LTEQ  Stories'],1,,
129210240,['Condo LTEQ  Stories'],1,,
129210321,['Condo LTEQ  Stories'],1,,
129210322,['Condo LTEQ  Stories'],1,,
129210323,['Condo LTEQ  Stories'],1,,
129210324,['Condo LTEQ  Stories'],1,,
129210325,['Condo LTEQ  Stories'],1,,
129210326,['Condo LTEQ  Stories'],1,,
129210327,['Condo LTEQ  Stories'],1,,
129210328,['Condo LTEQ  Stories'],1,,
129210329,['Condo LTEQ  Stories'],1,,
129210330,['Condo LTEQ  Stories'],1,,
129210331,['Condo LTEQ  Stories'],1,,
129210332,['Condo LTEQ  Stories'],1,,
129210333,['Condo LTEQ  Stories'],1,,
129210334,['Condo LTEQ  Stories'],1,,
129210335,['Condo LTEQ  Stories'],1,,
129210336,['Condo LTEQ  Stories'],1,,
129210337,['Condo LTEQ  Stories'],1,,
129210338,['Condo LTEQ  Stories'],1,,
129210339,['Condo LTEQ  Stories'],1,,
129210340,['Condo LTEQ  Stories'],1,,
129210343,['Clubhouse'],1,,
129220301,['Permit Value'],1,,
129220302,['Permit Value'],1,,
129220303,['Permit Value'],1,,
129220304,['Permit Value'],1,,
129220305,['Permit Value'],1,,
129220306,['Permit Value'],1,,
129220307,['2 Story'],1,,
129220308,['Permit Value'],1,,
129220309,['2 Story'],1,,
129220310,['Permit Value'],1,,
129220311,['2 Story'],1,,
129220312,['2 Story'],1,,
129220313,['Permit Value'],1,,
129220314,['2 Story'],1,,
129220315,['Ranch 1 Story'],1,,
129220316,['Ranch 1 Story'],1,,
129220317,['2 Story'],1,,
129220318,['Ranch 1 Story'],1,,
129220319,['Permit Value'],1,,
129220320,['2 Story'],1,,
129220321,['Permit Value'],1,,
129220322,['2 Story'],1,,
129220323,['Permit Value'],1,,
129220324,['Permit Value'],1,,
129220325,['Ranch 1 Story'],1,,
129220326,['Permit Value'],1,,
129220327,['2 Story'],1,,
129220328,['2 Story'],1,,
129220329,['Permit Value'],1,,
129220330,['2 Story'],1,,
129220331,['2 Story'],1,,
129220332,['2 Story'],1,,
129220333,['Permit Value'],1,,
129220334,['2 Story'],1,,
129220335,['2 Story'],1,,
129220336,['2 Story'],1,,
129220337,['Ranch 1 Story'],1,,
129220338,['Permit Value'],1,,
129220339,['2 Story'],1,,
129220340,['2 Story'],1,,
129220341,['2 Story'],1,,
129220342,['2 Story'],1,,
129220343,['Ranch 1 Story'],1,,
129220344,['Ranch 1 Story'],1,,
129220345,['Ranch 1 Story'],1,,
129220346,['2 Story'],1,,
129220347,['2 Story'],1,,
129220348,['Ranch 1 Story'],1,,
129220349,['2 Story'],1,,
129220350,['2 Story'],1,,
129220351,['2 Story'],1,,
129220352,['2 Story'],1,,
129220353,['2 Story'],1,,
129220354,['2 Story'],1,,
129220355,['2 Story'],1,,
129220356,['2 Story'],1,,
129220357,['2 Story'],1,,
129220358,['Permit Value'],1,,
129220359,['Permit Value'],1,,
129220360,['Ranch 1 Story'],1,,
129220361,['2 Story'],1,,
129220362,['2 Story'],1,,
129220363,['2 Story'],1,,
129220364,['2 Story'],1,,
129220365,[nan],1,,
129220366,['2 Story'],1,,
129220367,['Permit Value'],1,,
129220368,[nan],1,,
129220369,[nan],1,,
129220370,[nan],1,,
129220371,[nan],1,,
129220372,['Permit Value'],1,,
129230601,[nan],1,,
129230602,[nan],1,,
129230603,['Permit Value'],1,,
129230604,['Permit Value'],1,,
129230605,['Ranch 1 Story'],1,,
129230606,['Permit Value'],1,,
129230607,['Permit Value'],1,,
129230608,['Ranch 1 Story'],1,,
129230609,['Ranch 1 Story'],1,,
129230610,['Ranch 1 Story'],1,,
129230611,['Ranch 1 Story'],1,,
129230612,['Permit Value'],1,,
129230613,['Permit Value'],1,,
129230614,['Ranch 1 Story'],1,,
129230615,['Ranch 1 Story'],1,,
129230616,['Ranch 1 Story'],1,,
129230617,[nan],1,,
129230618,['Ranch 1 Story'],1,,
129230619,['Ranch 1 Story'],1,,
129230620,['2 Story'],1,,
129230621,['2 Story'],1,,
129230622,['Ranch 1 Story'],1,,
129230623,['Ranch 1 Story'],1,,
129230624,['Ranch 1 Story'],1,,
129230625,['Permit Value'],1,,
129230626,[nan],1,,
129230627,[nan],1,,
129230628,['Permit Value'],1,,
129240301,['Ranch 1 Story'],1,,
129240302,[nan],1,,
129240303,[nan],1,,
129240304,['Ranch 1 Story'],1,,
129240305,['Ranch 1 Story'],1,,
129240306,['Ranch 1 Story'],1,,
129240307,['2 Story'],1,,
129240308,['2 Story'],1,,
129240309,['Ranch 1 Story'],1,,
129240310,['2 Story'],1,,
129240311,['Ranch 1 Story'],1,,
129240312,['Ranch 1 Story'],1,,
129240313,['Ranch 1 Story'],1,,
129240314,['Ranch 1 Story'],1,,
129240315,[nan],1,,
129240316,[nan],1,,
129240317,[nan],1,,
129240318,[nan],1,,
129240319,[nan],1,,
129250001,['Mini-Mart Convenience Stores'],1,,
129250002,[nan],1,,
129260201,['2 Story'],1,,
129260202,['Ranch 1 Story'],1,,
129260203,['Ranch 1 Story'],1,,
129260204,['Permit Value'],1,,
129260205,[nan],1,,
129260206,['Permit Value'],1,,
129270701,[nan],1,,
129270702,[nan],1,,
129270703,[nan],1,,
129270704,[nan],1,,
129270705,[nan],1,,
129270706,[nan],1,,
129270707,[nan],1,,
129270708,[nan],1,,
129270709,['Ranch 1 Story'],1,,
129270710,['Ranch 1 Story'],1,,
129270711,[nan],1,,
129270712,['Ranch 1 Story'],1,,
129270713,[nan],1,,
129270714,['2 Story'],1,,
129270715,['Ranch 1 Story'],1,,
129270716,['Ranch 1 Story'],1,,
129270717,['Ranch 1 Story'],1,,
129270718,['Ranch 1 Story'],1,,
129270719,[nan],1,,
129270720,[nan],1,,
129270721,[nan],1,,
129270722,['Ranch 1 Story'],1,,
129270723,[nan],1,,
129270724,[nan],1,,
129280101,['Ranch 1 Story'],1,,
129280102,['Ranch 1 Story'],1,,
129280103,[nan],1,,
129280104,['Permit Value'],1,,
129280105,[nan],1,,
129280106,[nan],1,,
129280107,[nan],1,,
129280108,['2 Story'],1,,
129280109,[nan],1,,
129280110,['Ranch 1 Story'],1,,
129280111,['Permit Value'],1,,
129280112,['Permit Value'],1,,
129280113,['Ranch 1 Story'],1,,
129280114,['Ranch 1 Story'],1,,
129280115,['Ranch 1 Story'],1,,
129280116,[nan],1,,
129290301,['Ranch 1 Story'],1,,
129290302,['Ranch 1 Story'],1,,
129290303,['Ranch 1 Story'],1,,
129290304,['Permit Value'],1,,
129290305,['Permit Value'],1,,
129290306,['Ranch 1 Story'],1,,
129290307,['Ranch 1 Story'],1,,
129290308,['2 Story'],1,,
129290309,['Ranch 1 Story'],1,,
129290310,['Permit Value'],1,,
129290311,[nan],1,,
129290312,['Ranch 1 Story'],1,,
129290313,['Ranch 1 Story'],1,,
129290314,['Ranch 1 Story'],1,,
129290315,['Permit Value'],1,,
129300001,['Permit Value'],1,,
129300002,['Permit Value'],1,,
129300003,[nan],1,,
129300004,[nan],1,,
129300005,[nan],1,,
129310001,[nan],1,,
129310002,[nan],1,,
129320001,[nan],1,,
129330141,['Condo LTEQ  Stories'],1,,
129330142,['Condo LTEQ  Stories'],1,,
129330143,['Condo LTEQ  Stories'],1,,
129330144,['Condo LTEQ  Stories'],1,,
129330153,['Condo LTEQ  Stories'],1,,
129330154,['Condo LTEQ  Stories'],1,,
129330155,['Condo LTEQ  Stories'],1,,
129330156,['Condo LTEQ  Stories'],1,,
129330241,['Condo LTEQ  Stories'],1,,
129330242,['Condo LTEQ  Stories'],1,,
129330243,['Condo LTEQ  Stories'],1,,
129330244,['Condo LTEQ  Stories'],1,,
129330253,['Condo LTEQ  Stories'],1,,
129330254,['Condo LTEQ  Stories'],1,,
129330255,['Condo LTEQ  Stories'],1,,
129330256,['Condo LTEQ  Stories'],1,,
129330341,['Condo LTEQ  Stories'],1,,
129330342,['Condo LTEQ  Stories'],1,,
129330343,['Condo LTEQ  Stories'],1,,
129330344,['Condo LTEQ  Stories'],1,,
129330353,['Condo LTEQ  Stories'],1,,
129330354,['Condo LTEQ  Stories'],1,,
129330355,['Condo LTEQ  Stories'],1,,
129330356,['Condo LTEQ  Stories'],1,,
129340025,['Misc Add-On'],1,,
129340026,['Misc Add-On'],1,,
129340027,['Misc Add-On'],1,,
129340028,['Misc Add-On'],1,,
129340029,['Misc Add-On'],1,,
129340030,['Misc Add-On'],1,,
129340031,['Misc Add-On'],1,,
129340032,['Misc Add-On'],1,,
129340033,['Misc Add-On'],1,,
129340034,['Misc Add-On'],1,,
129340145,['Condo LTEQ  Stories'],1,,
129340146,['Condo LTEQ  Stories'],1,,
129340147,['Condo LTEQ  Stories'],1,,
129340152,['Condo LTEQ  Stories'],1,,
129340245,['Condo LTEQ  Stories'],1,,
129340246,['Condo LTEQ  Stories'],1,,
129340247,['Condo LTEQ  Stories'],1,,
129340248,['Condo LTEQ  Stories'],1,,
129340249,['Condo LTEQ  Stories'],1,,
129340250,['Condo LTEQ  Stories'],1,,
129340251,['Condo LTEQ  Stories'],1,,
129340252,['Condo LTEQ  Stories'],1,,
129340345,['Condo LTEQ  Stories'],1,,
129340346,['Condo LTEQ  Stories'],1,,
129340347,['Condo LTEQ  Stories'],1,,
129340348,['Condo LTEQ  Stories'],1,,
129340349,['Condo LTEQ  Stories'],1,,
129340350,['Condo LTEQ  Stories'],1,,
129340351,['Condo LTEQ  Stories'],1,,
129340352,['Condo LTEQ  Stories'],1,,
129350001,['Industrial Flex Mall Building'],1,,
129350002,['Industrial Flex Mall Building'],1,,
129350003,[nan],1,,
129360001,['Permit Value'],1,,
129360002,['Permit Value'],1,,
129360003,['Permit Value'],1,,
129360004,['Permit Value'],1,,
129360005,['Permit Value'],1,,
129360006,['Permit Value'],1,,
129360007,['Permit Value'],1,,
129360101,['Condo LTEQ  Stories'],1,,
129360102,['Condo LTEQ  Stories'],1,,
129360103,['Permit Value'],1,,
129360104,['Permit Value'],1,,
129360105,['Permit Value'],1,,
129360106,['Condo LTEQ  Stories'],1,,
129360107,['Permit Value'],1,,
129360108,['Permit Value'],1,,
129360109,['Condo LTEQ  Stories'],1,,
129360110,['Condo LTEQ  Stories'],1,,
129360111,['Permit Value'],1,,
129360112,['Permit Value'],1,,
129360113,['Permit Value'],1,,
129360201,['Condo LTEQ  Stories'],1,,
129360202,['Condo LTEQ  Stories'],1,,
129360203,['Condo LTEQ  Stories'],1,,
129360204,['Permit Value'],1,,
129360205,['Permit Value'],1,,
129360206,['Permit Value'],1,,
129360207,['Permit Value'],1,,
129360208,['Condo LTEQ  Stories'],1,,
129360209,['Condo LTEQ  Stories'],1,,
129360210,['Condo LTEQ  Stories'],1,,
129360211,['Permit Value'],1,,
129360212,['Permit Value'],1,,
129360213,['Permit Value'],1,,
129360214,['Permit Value'],1,,
129360215,['Permit Value'],1,,
129360216,['Permit Value'],1,,
129360301,['Condo LTEQ  Stories'],1,,
129360302,['Condo LTEQ  Stories'],1,,
129360303,['Condo LTEQ  Stories'],1,,
129360304,['Permit Value'],1,,
129360305,['Permit Value'],1,,
129360306,['Permit Value'],1,,
129360307,['Permit Value'],1,,
129360308,['Condo LTEQ  Stories'],1,,
129360309,['Condo LTEQ  Stories'],1,,
129360310,['Condo LTEQ  Stories'],1,,
129360311,['Permit Value'],1,,
129360312,['Permit Value'],1,,
129360313,['Permit Value'],1,,
129360314,['Permit Value'],1,,
129360315,['Permit Value'],1,,
129360316,['Permit Value'],1,,
129370001,['Industrial Flex Mall Building'],1,,
129370002,['Industrial Flex Mall Building'],1,,
129380034,['2 Story Split'],1,,
129390437,['Ranch 1 Story'],1,,
129390438,['Permit Value'],1,,
129390439,['Permit Value'],1,,
129400001,[nan],1,,
129410116,['Ranch 1 Story'],1,,
129410117,['Ranch 1 Story'],1,,
129410118,['Ranch 1 Story'],1,,
129410119,['Ranch 1 Story'],1,,
129410120,['Ranch 1 Story'],1,,
129410121,['Ranch 1 Story'],1,,
129422022,['2 Story'],1,,
129430117,['Ranch 1 Story'],1,,
129440008,['Community Shopping Center'],1,,
129440009,['Community Shopping Center'],1,,
130010001,[nan],1,,
130010002,[nan],1,,
130010003,[nan],1,,
130010004,[nan],1,,
130020001,[nan],1,,
130020002,[nan],1,,
130020003,[nan],1,,
130020005,[nan],1,,
130030001,[nan],1,,
130030002,[nan],1,,
130040002,['Misc Add-On'],1,,
130040003,[nan],1,,
130040006,['Light Commercial Utility'],1,,
130040009,[nan],1,,
130040011,[nan],1,,
130040013,['Misc Add-On'],1,,
130040014,[nan],1,,
130040015,[nan],1,,
130040018,[nan],1,,
130040024,[nan],1,,
130040025,[nan],1,,
130040026,[nan],1,,
130040028,[nan],1,,
130040029,[nan],1,,
130040030,['Ranch 1 Story'],1,,
130040044,[nan],1,,
130040045,[nan],1,,
130050001,['Ranch 1 Story'],1,,
130050003,['2 Story'],1,,
130050005,[nan],1,,
130050007,[nan],1,,
130050011,['Ranch 1 Story'],1,,
130050012,[nan],1,,
130050013,[nan],1,,
130050022,[nan],1,,
130050023,[nan],1,,
130050034,[nan],1,,
130050035,[nan],1,,
130050036,[nan],1,,
130050037,[nan],1,,
130060004,[nan],1,,
130060006,[nan],1,,
130060010,[nan],1,,
130060013,[nan],1,,
130060014,[nan],1,,
130060020,['2 Story'],1,,
130060021,['Light Commercial Utility'],1,,
130060026,[nan],1,,
130060027,[nan],1,,
130060030,[nan],1,,
130060033,[nan],1,,
130070001,[nan],1,,
130070003,[nan],1,,
130070004,[nan],1,,
130070006,[nan],1,,
130070009,['Ranch 1 Story'],1,,
130070011,[nan],1,,
130070012,[nan],1,,
130070014,[nan],1,,
130070018,[nan],1,,
130070030,['2 Story'],1,,
130070031,['2 Story'],1,,
130070032,['Ranch 1 Story'],1,,
130080004,[nan],1,,
130080005,[nan],1,,
130080006,[nan],1,,
130080010,[nan],1,,
130080014,[nan],1,,
130080015,[nan],1,,
130080018,[nan],1,,
130080019,[nan],1,,
130090001,[nan],1,,
130090003,[nan],1,,
130090005,[nan],1,,
130090009,[nan],1,,
130090010,[nan],1,,
130090012,[nan],1,,
130090013,['Ranch 1 Story'],1,,
130090017,['Bi Level'],1,,
130090018,['Bi Level'],1,,
130090019,['Bi Level'],1,,
130090022,['Ranch 1 Story'],1,,
130090024,[nan],1,,
130090035,[nan],1,,
130090038,['Ranch 1 Story'],1,,
130090039,[nan],1,,
130090041,[nan],1,,
130090042,['2 Story'],1,,
130090043,[nan],1,,
130090044,['Bi Level'],1,,
130090045,['Ranch 1 Story'],1,,
130090046,[nan],1,,
130090047,[nan],1,,
130090048,[nan],1,,
130100001,[nan],1,,
130100002,[nan],1,,
130100004,[nan],1,,
130100009,[nan],1,,
130100010,[nan],1,,
130100012,[nan],1,,
130100013,[nan],1,,
130100014,[nan],1,,
130100016,[nan],1,,
130110001,['Split Level'],1,,
130110002,['Ranch 1 Story'],1,,
130110003,['2 Story'],1,,
130110004,['2 Story'],1,,
130110005,['Split Level'],1,,
130110006,['Split Level'],1,,
130110008,['Ranch 1 Story'],1,,
130110009,['Ranch 1 Story'],1,,
130110010,['Ranch 1 Story'],1,,
130110011,['Bi Level'],1,,
130110013,['Split Level'],1,,
130110018,['Split Level'],1,,
130110019,['Ranch 1 Story'],1,,
130110023,[nan],1,,
130110024,[nan],1,,
130110026,['Bi Level'],1,,
130110029,[nan],1,,
130110030,[nan],1,,
130110031,[nan],1,,
130110032,[nan],1,,
130110033,[nan],1,,
130110034,[nan],1,,
130110046,['Bi Level'],1,,
130110048,[nan],1,,
130110053,['Ranch 1 Story'],1,,
130110060,['Ranch 1 Story'],1,,
130110061,['Ranch 1 Story'],1,,
130110063,['Ranch 1 Story'],1,,
130110064,['Split Level'],1,,
130110065,['Ranch 1 Story'],1,,
